point_id,ph_2015,ec_2015,oc_2015,caco3_2015,p_2015,n_2015,k_2015,elevation_2015,lc1_2015,lu1_2015,ph_2018,ec_2018,oc_2018,caco3_2018,p_2018,n_2018,k_2018,elevation_2018,lc1_2018,lu1_2018,bd_0_10,bd_10_20,survey_erosion_signs,ph_2009,oc_2009,caco3_2009,p_2009,n_2009,k_2009,elevation_2009,lc1_2009,lu1_2009
35503892,5.2,35.5,24.7,0.0,51.7,2.4,61.3,288.0,E20,U111,5.2,14.42,31.5,0.560265000376421,47.6,2.6,105.1,232.0,E20,U111,1.41,1.382,0.0,4.66,33.9,0.0,755.59,2.7,264.4,230.0,B13,U111
35563912,4.9,40.1,35.4,0.0,75.8,2.9,47.1,134.0,E20,U111,4.8,23.01,38.1,0.560265000376421,72.1,2.9,93.2,77.0,E20,U111,1.032,1.18,0.0,5.41,46.1,0.0,655.71,2.8,73.1,77.0,E20,U112
34783388,5.5,82.8,31.5,2.0,87.5,3.9,261.1,158.0,E20,U111,5.6,18.85,28.7,0.560265000376421,62.8,3.2,117.9,103.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.59,32.0,0.0,1097.56,3.0,341.0,99.0,E20,U111
34543374,5.9,17.38,12.1,0.0,89.2,1.6,164.4,133.0,B43,U111,6.2,24.85,10.8,0.560265000376421,56.1,1.5,244.5,78.0,E30,U111,1.0501187340279143,1.1493169477581267,0.0,6.54,13.1,2.0,687.66,1.5,72.3,89.0,B23,U111
34603244,5.5,111.6,59.8,2.0,43.3,7.1,329.4,60.0,E20,U111,5.8,22.56,75.2,0.560265000376421,45.7,8.1,223.2,8.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,6.24,45.1,5.0,695.99,4.4,209.6,7.0,E20,U111
34003176,6.1,74.0,34.6,3.0,25.4,3.9,75.4,321.0,B55,U111,5.2,8.64,36,0.560265000376421,0,3.6,89.9,269.0,E20,U111,0.932,1.057,0.0,4.69,43.9,0.0,745.59,3.9,76.2,260.0,E20,U111
33343208,7.3,36.0,18.3,65.0,37.3,2.5,167.7,67.0,B13,U111,7.2,20.43,17.6,58,24.8,2.1,186,15.0,B23,U111,1.397,1.311,0.0,7.18,26.6,60.0,583.46,2.5,131.4,13.0,B13,U111
35963184,4.3,25.9,40.9,0.0,28.6,2.8,127.7,97.0,C10,U120,3.4,11.26,22,0.560265000376421,16.5,1.6,169.8,53.0,C10,U120,0.164,0.129,0.0,4.01,37.8,0.0,284.46,2.6,160.0,46.0,C10,U120
33903184,4.3,100.0,49.0,0.0,34.7,6.2,174.5,183.0,E20,U111,5.2,90.18,54,0.560265000376421,46,6.8,243.1,126.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.77,54.4,0.0,920.64,5.9,177.6,105.0,E20,U111
36083178,4.8,78.9,28.2,0.0,78.5,3.5,139.5,238.0,E20,U111,4.8,53.38,35.9,0.560265000376421,50.5,3.9,103.9,190.0,E20,U111,1.195,1.197,0.0,5.94,37.9,1.0,1611.78,3.5,258.1,174.0,E20,U111
36323188,3.8,11.82,19.0,1.0,9.6,1.4,77.1,130.0,C10,U361,3.7,9.88,27.7,0.560265000376421,14.9,2,98.4,95.0,C10,U361,1.0501187340279143,1.1493169477581267,0.0,3.58,37.6,0.0,270.88,2.1,76.7,108.0,C10,U361
33363162,4.1,108.6,50.1,0.0,100.0,6.3,155.3,295.0,E20,U111,4.6,13.08,59.3,0.560265000376421,67.2,6.2,163.7,243.0,E20,U111,0.66,0.643,0.0,4.61,45.9,0.0,1743.17,5.2,95.1,235.0,E20,U111
34303224,6.9,56.5,56.5,12.0,54.8,5.4,477.1,61.0,E20,U420,6.9,21.1,53.4,11,46,4.9,450.9,9.0,E20,U420,1.0501187340279143,1.1493169477581267,0.0,7.06,44.0,88.0,682.3,3.8,379.6,7.0,E20,U111
35843162,5.7,22.9,41.3,0.0,59.0,5.4,136.3,85.0,E20,U111,5.9,34.1,52.6,0.560265000376421,61.2,5.2,130.8,35.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,6.01,34.7,2.0,1481.22,3.4,132.7,40.0,E20,U111
33543148,3.9,127.8,133.6,0.0,144.9,9.9,309.0,239.0,C10,U361,3.6,27.3,116.7,0.560265000376421,44.6,7.7,238.7,205.0,C10,U361,1.0501187340279143,1.1493169477581267,0.0,3.7,87.8,1.0,537.2,5.2,189.8,223.0,C10,U364
35703180,4.8,43.2,42.8,0.0,32.0,4.1,129.5,165.0,E20,U361,4.1,38.95,29.9,0.560265000376421,15.2,3.1,94.3,117.0,E20,U361,1.0501187340279143,1.1493169477581267,0.0,4.44,29.0,1.0,325.48,2.5,46.7,118.0,E20,U364
32403676,4.4,27.0,28.2,0.0,100.1,2.2,78.8,152.0,E30,U111,4.2,22.47,39.9,0.560265000376421,83.1,2.9,33.2,94.0,B55,U111,1.0501187340279143,1.1493169477581267,0.0,5.68,28.5,3.0,692.51,2.0,62.7,74.0,B21,U111
34743334,4.8,67.7,28.4,0.0,26.2,3.6,73.2,220.0,E20,U111,5.7,50.43,22.4,0.560265000376421,11.2,2.9,87.1,169.0,B16,U111,1.184,0.954,1.0,5.47,37.7,0.0,518.86,3.9,397.0,169.0,E20,U111
34943222,7.0,113.3,96.0,87.0,116.2,10.7,267.2,172.0,E20,U111,7.0,30.67,88.7,117,59.2,8.9,300.7,123.0,E20,U111,0.542,0.657,0.0,6.92,84.6,96.0,2066.38,8.3,342.8,109.0,E20,U111
35303270,7.2,18.71,22.2,83.0,36.7,2.3,204.9,256.0,B11,U111,7.3,17.56,24.1,23,30.6,2.5,279,209.0,F40,U111,0.863,1.1493169477581267,0.0,7.37,18.6,53.0,1207.59,2.0,312.3,197.0,B11,U111
34823214,7.2,37.3,22.7,26.0,43.5,2.4,300.4,96.0,B16,U111,7.0,18.13,24,11,35.6,2.7,341.9,41.0,B16,U111,1.0501187340279143,1.1493169477581267,0.0,6.98,22.6,15.0,1201.3,2.2,210.7,27.0,B16,U111
34983220,7.0,116.9,80.3,214.0,95.0,9.0,687.9,211.0,E20,U111,7.1,68.11,86.5,191,38.1,8.8,576.2,160.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,7.19,41.6,407.0,747.21,4.4,651.5,157.0,E20,U111
34983216,6.7,84.6,30.3,11.0,78.0,3.7,206.0,213.0,B54,U111,5.2,41.57,24.7,0.560265000376421,42.6,2.7,164.6,161.0,F40,U111,1.0501187340279143,1.1493169477581267,0.0,4.89,19.6,1.0,318.25,2.0,0.0,163.0,B11,U111
35703144,7.3,38.0,35.5,334.0,46.9,3.4,221.1,130.0,B53,U111,7.2,31.09,24.6,346,36.2,3.3,136.8,76.0,B32,U111,1.0501187340279143,1.1493169477581267,0.0,7.17,30.0,352.0,1678.15,3.1,218.3,71.0,B11,U111
35743146,6.3,58.7,54.5,2.0,20.8,6.0,111.5,247.0,E20,U111,7.0,47.43,65.4,13,0,6.7,130.7,194.0,E20,U111,0.93,1.101,0.0,5.07,38.7,0.0,871.24,3.5,91.8,238.0,E20,U111
35163202,7.5,37.2,26.8,172.0,25.3,2.6,164.6,178.0,B11,U111,7.2,31.62,27,260,44.7,3,489.6,131.0,E30,U111,1.0501187340279143,1.1493169477581267,0.0,7.12,28.5,250.0,1226.4,2.7,325.3,130.0,B13,U111
36163144,5.0,7.8,30.7,0.0,13.0,3.0,74.2,109.0,E20,U111,5.3,7.8,28.1,0.560265000376421,0,2.9,58.7,65.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.26,28.0,1.0,517.5,2.6,78.1,61.0,E20,U111
36723244,6.9,12.66,15.3,3.0,125.8,1.6,110.9,127.0,B11,U111,7.5,16.89,16,65,35.2,2,155.2,83.0,B13,U111,1.0501187340279143,1.1493169477581267,0.0,7.31,23.3,21.0,704.74,2.2,429.4,70.0,B11,U111
36303142,5.4,7.23,23.2,0.0,28.0,2.3,45.6,120.0,E20,U111,5.2,9.19,20.7,0.560265000376421,13.1,2.1,72.3,72.0,E20,U111,1.347,1.1493169477581267,0.0,5.11,20.0,0.0,915.87,2.0,39.2,76.0,E20,U111
36043154,4.4,10.14,39.5,0.0,16.6,3.4,175.8,116.0,C10,U362,6.6,35.8,36.9,34,0,3.2,209.2,61.0,C10,U362,1.0501187340279143,1.1493169477581267,0.0,4.05,23.9,1.0,435.7,2.0,81.3,49.0,C10,U362
36203144,3.4,9.05,30.0,0.0,12.7,2.2,87.8,100.0,C10,U120,3.4,11.33,43.5,0.560265000376421,16,3.1,124.1,55.0,C10,U420,1.0501187340279143,1.1493169477581267,0.0,3.31,35.2,0.0,260.38,2.4,121.8,63.0,C30,U111
36543136,4.4,8.77,26.4,0.0,9.0,2.5,142.1,130.0,C33,U120,4.0,9.62,40.4,0.560265000376421,0,3.4,190.5,82.0,C33,U120,1.0501187340279143,1.1493169477581267,0.0,4.09,35.9,0.0,432.06,2.7,126.9,83.0,C30,U120
36803232,5.9,9.81,11.3,0.0,29.4,1.3,153.6,79.0,B11,U111,6.3,21.38,14.5,0.560265000376421,42.1,1.7,178.1,33.0,B11,U111,1.0501187340279143,1.1493169477581267,0.0,6.08,13.4,1.0,767.9,1.3,242.9,30.0,B32,U111
36963230,6.1,15.93,19.5,0.0,50.1,2.1,341.3,71.0,B35,U111,6.6,18.62,22.8,0.560265000376421,35.4,2.3,314.1,29.0,F40,U112,1.0501187340279143,1.1493169477581267,0.0,6.7,21.8,2.0,693.77,2.1,563.0,23.0,B11,U111
36183172,5.5,9.21,41.3,0.0,21.6,3.9,129.1,136.0,E20,U111,5.1,54.17,45.1,0.560265000376421,18.2,4.7,180.4,94.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.7,36.3,0.0,786.05,3.4,505.3,85.0,E20,U111
36243140,5.9,13.93,20.2,0.0,29.1,2.3,177.8,54.0,E20,U111,6.3,38.09,7.5,1,34.3,0.9,255.7,16.0,E20,U111,1.431,1.47,0.0,6.54,30.8,2.0,541.59,3.2,404.6,17.0,E20,U111
36383162,6.0,7.32,14.3,0.0,20.6,1.8,58.0,95.0,B55,U111,6.4,11.05,17.5,0.560265000376421,33,2.2,144.3,53.0,B32,U111,1.0501187340279143,1.1493169477581267,0.0,5.75,15.7,2.0,410.44,1.7,103.1,52.0,B11,U111
37023172,6.2,15.41,14.0,0.0,40.4,1.6,163.9,87.0,B11,U111,6.4,7.64,14.2,0.560265000376421,32.9,1.6,161.1,43.0,B16,U111,1.0501187340279143,1.1493169477581267,0.0,5.83,24.2,2.0,378.45,1.8,353.6,34.0,B11,U111
36463156,3.8,8.81,34.0,0.0,42.9,2.2,50.5,143.0,C10,U120,3.8,7.92,30.1,0.560265000376421,12.9,1.8,112.2,98.0,C10,U120,0.024,0.033,0.0,4.99,19.5,0.0,155.73,1.2,59.6,94.0,C30,U120
34563412,5.9,156.5,80.3,5.0,133.0,7.1,365.4,100.0,E20,U111,4.5,68.79,41.7,0.560265000376421,63,4.6,89.5,62.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.22,33.7,1.0,1101.57,2.8,142.4,64.0,E20,U111
36183136,6.9,26.6,58.3,274.0,34.2,5.7,146.6,94.0,E20,U111,5.5,37.21,37.1,0.560265000376421,16.2,3.8,154.6,51.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,7.18,22.5,334.0,1018.12,2.2,278.2,43.0,B11,U111
36143134,7.3,20.6,72.9,443.0,21.0,7.2,92.6,178.0,E20,U111,7.1,34.21,72,293,30.5,6.5,324.3,135.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,7.15,74.7,360.0,961.39,6.9,112.9,130.0,E20,U111
36023158,4.8,9.69,44.5,0.0,54.1,4.3,151.1,128.0,E20,U361,4.6,20.56,36.7,0.560265000376421,26.4,3.9,165.1,79.0,E20,U362,1.0501187340279143,1.1493169477581267,0.0,4.42,28.1,0.0,794.59,2.6,120.2,74.0,E20,U361
36563158,6.9,15.34,27.9,13.0,18.0,2.8,110.2,78.0,C10,U420,6.4,18.85,29.8,3,12.9,3.2,230.5,25.0,C10,U420,0.108,0.119,0.0,6.71,18.0,1.0,496.31,1.9,55.4,27.0,E10,U111
36563144,6.5,10.83,15.5,0.0,19.0,2.0,101.7,99.0,B32,U111,6.1,10.38,40.9,0.560265000376421,20.7,4.5,202.8,45.0,B13,U111,1.0501187340279143,1.1493169477581267,0.0,6.23,15.9,2.0,442.25,1.7,0.0,51.0,B32,U111
35263590,4.2,62.6,54.0,1.0,22.7,5.4,313.8,420.0,E20,U111,5.1,44.05,50.3,0.560265000376421,0,5.2,133.7,368.0,E20,U111,1.0501187340279143,1.1493169477581267,1.0,5.07,45.3,2.0,1018.65,3.7,149.3,374.0,E20,U111
35903466,5.7,21.7,21.0,0.0,41.3,1.9,142.8,53.0,B11,U111,6.0,23.02,19.1,0.560265000376421,33.9,1.8,149.1,8.0,B11,U111,1.631,1.623,0.0,5.68,18.1,3.0,430.31,1.6,100.2,7.0,B11,U111
35383278,5.8,11.57,42.2,0.0,17.6,4.4,273.0,198.0,B32,U111,6.4,20.33,44.7,1,38,4.6,155.7,148.0,B55,U111,1.0501187340279143,1.1493169477581267,0.0,5.7,32.7,1.0,1305.03,3.2,108.3,135.0,B11,U111
36143494,7.4,17.82,17.6,216.0,81.6,2.1,98.2,143.0,B11,U111,7.2,18.93,15.6,149,32.2,2.5,162.1,89.0,B11,U111,1.0501187340279143,1.1493169477581267,0.0,7.1,22.0,19.0,846.06,2.1,100.0,61.0,B13,U111
36203504,6.1,28.7,21.3,1.0,11.8,2.4,47.3,70.0,B15,U111,6.8,12.6,17.4,0.560265000376421,25,2.1,70.7,19.0,F40,U111,1.0501187340279143,1.1493169477581267,0.0,5.78,30.0,0.0,627.63,2.8,104.3,6.0,B55,U111
33283306,4.5,64.1,51.8,0.0,35.5,5.1,67.7,285.0,E20,U111,4.7,22.53,56.9,0.560265000376421,33.1,5.3,73.4,228.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.29,26.0,2.0,413.91,2.3,67.2,213.0,E20,U111
35503478,4.7,72.2,65.6,0.0,50.3,5.9,135.9,176.0,E20,U362,5.3,9.23,50.2,0.560265000376421,27.6,4.3,198.6,124.0,E20,U361,1.0501187340279143,1.1493169477581267,0.0,5.74,50.8,2.0,1179.0,3.9,174.6,114.0,E20,U361
35743470,4.7,48.7,37.6,0.0,13.1,3.8,109.3,113.0,E20,U111,5.5,16.07,39.6,0.560265000376421,0,3.6,95.9,59.0,E20,U111,1.112,1.1493169477581267,0.0,4.41,48.8,1.0,437.07,3.5,61.8,41.0,E20,U111
34903356,6.0,17.77,11.9,0.0,42.2,1.3,66.3,166.0,B11,U111,5.9,15.66,8.1,0.560265000376421,98.9,1.1,113.6,115.0,F40,U111,1.0501187340279143,1.1493169477581267,0.0,6.78,9.1,2.0,418.75,1.1,104.3,106.0,B32,U111
34683322,4.8,46.4,24.3,0.0,23.4,3.3,112.2,178.0,E20,U111,5.1,8.19,25.7,3,18.1,3.2,219.1,132.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.2,20.2,3.0,386.34,2.3,173.5,120.0,E20,U111
33383286,4.2,74.0,56.0,0.0,33.7,6.4,200.3,95.0,D20,U111,4.5,35.86,49.6,0.560265000376421,24.6,4.9,98.1,31.0,D20,U111,1.0501187340279143,1.1493169477581267,0.0,7.01,61.3,133.0,804.13,4.0,122.0,42.0,E20,U111
33283288,5.3,336.0,118.7,1.0,38.0,10.3,439.1,57.0,E20,U111,4.5,66.39,78.8,0.560265000376421,20.4,7,309.1,2.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.79,82.1,0.0,941.34,6.1,252.5,9.0,E20,U111
33803256,4.2,68.2,43.2,0.0,22.0,4.1,67.9,323.0,E20,U111,4.5,22.9,45.4,0.560265000376421,12.1,3.8,78.4,261.0,E20,U111,1.035,1.1493169477581267,0.0,6.92,54.6,65.0,453.35,3.6,53.5,270.0,E20,U111
35583996,4.6,23.2,64.2,0.0,81.1,5.8,80.4,96.0,E20,U111,4.3,23.13,90.9,0.560265000376421,84.9,6.2,149.3,47.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,3.92,73.7,1.0,811.4,4.0,91.2,36.0,B55,U111
33543720,3.6,45.7,105.7,0.0,43.8,6.6,118.5,91.0,C10,U120,3.6,14.21,57.7,0.560265000376421,18.5,3.6,55.6,41.0,C33,U120,1.0501187340279143,1.1493169477581267,0.0,3.63,72.5,0.0,406.57,3.6,74.6,31.0,D20,U120
37223256,6.5,12.1,9.5,0.0,69.2,1.2,72.7,82.0,B13,U111,6.6,19.77,9.9,0.560265000376421,67.7,1.2,176.6,37.0,B22,U111,1.0501187340279143,1.1493169477581267,0.0,6.96,23.6,26.0,762.16,2.2,467.6,42.0,B22,U111
37143234,5.9,6.24,10.0,0.0,51.1,1.2,78.3,74.0,B11,U111,5.3,39.82,11.7,0.560265000376421,78.4,1.5,373.3,27.0,B21,U111,1.0501187340279143,1.1493169477581267,0.0,6.77,21.9,3.0,617.7,2.1,14.3,28.0,B13,U111
33923916,3.9,16.59,96.9,1.0,14.4,5.3,109.3,113.0,D20,U111,3.9,17.29,97.6,0.560265000376421,11.1,6.6,121.9,61.0,D20,U111,0.213,0.72,0.0,5.16,47.6,0.0,518.71,4.0,83.1,45.0,E20,U111
35524004,5.2,42.3,54.1,1.0,36.0,4.3,98.0,77.0,E20,U111,5.4,14.2,61.1,0.560265000376421,19.9,4.1,97.7,22.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.53,72.7,0.0,680.97,5.0,128.6,16.0,E20,U111
37323248,6.0,8.95,4.3,0.0,36.1,0.6,159.2,66.0,B13,U111,4.5,7.91,4.7,0.560265000376421,36.4,0.7,41.4,23.0,A22,U111,1.0501187340279143,1.1493169477581267,0.0,4.16,5.0,0.0,277.26,0.6,38.8,27.0,B11,U111
34723392,6.3,33.1,22.3,2.0,43.7,2.2,53.2,151.0,B16,U111,5.3,52.51,20.1,0.560265000376421,69.2,2.3,194.9,93.0,B16,U111,1.0501187340279143,1.1493169477581267,0.0,5.23,32.4,0.0,946.11,2.9,147.8,94.0,B16,U111
34223366,4.6,122.5,44.1,0.0,100.3,5.0,581.9,281.0,E20,U111,5.7,92.64,63.5,0.560265000376421,96.5,7.1,782.7,214.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.27,36.4,1.0,2054.71,2.9,81.3,222.0,E20,U111
34443266,4.5,36.6,27.2,0.0,32.0,3.6,104.7,89.0,E20,U111,4.7,8.61,36.1,0.560265000376421,24.5,3.8,119.5,40.0,E20,U111,1.045,1.4,0.0,4.83,25.6,0.0,496.87,2.8,116.6,34.0,E20,U111
35443846,4.5,32.2,49.0,0.0,20.0,4.1,122.4,244.0,E20,U420,4.4,7.89,39.2,0.560265000376421,0,2.9,78.7,188.0,E20,U420,1.0501187340279143,1.1493169477581267,0.0,4.27,59.2,1.0,299.78,3.8,227.7,185.0,E20,U112
33983292,5.5,45.8,22.0,0.0,22.6,2.8,73.7,334.0,E20,U111,5.0,8.72,36.5,0.560265000376421,21.7,3.7,92.7,277.0,E20,U111,0.921,1.178,0.0,5.7,33.8,2.0,769.58,3.5,120.4,269.0,E20,U111
33943296,4.1,76.8,48.6,0.0,56.1,5.8,144.5,293.0,E20,U111,4.3,20.93,46.6,0.560265000376421,36.4,5.1,121.7,239.0,E20,U111,0.882,1.235,0.0,4.17,43.0,1.0,664.27,4.4,147.8,239.0,E20,U111
33983296,4.6,52.0,21.6,0.0,39.8,2.9,54.5,365.0,E20,U111,5.5,11.18,31.7,0.560265000376421,27.3,3.5,128.6,313.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.34,17.4,0.0,607.86,2.1,53.7,308.0,E20,U111
34123300,4.7,44.2,24.9,0.0,16.5,3.4,72.1,338.0,E20,U111,5.1,5.96,33.4,0.560265000376421,11.3,3.7,139.5,280.0,E20,U111,1.041,1.248,0.0,4.96,29.5,0.0,683.96,3.3,72.5,279.0,E20,U111
34303314,4.5,58.1,26.8,0.0,35.1,3.5,164.3,270.0,E20,U111,5.5,32.14,40.9,0.560265000376421,52.2,4.8,422.5,216.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,5.3,46.7,0.0,1739.58,4.8,803.7,225.0,E20,U111
32903296,4.6,74.0,39.4,1.0,31.9,4.7,459.5,137.0,E20,U111,5.5,40.07,46.4,0.560265000376421,24.1,5,165,78.0,E20,U111,1.0501187340279143,1.1493169477581267,0.0,4.13,28.1,0.0,582.14,2.8,247.6,76.0,B14,U111
