point_id,ph_2015,ec_2015,oc_2015,caco3_2015,p_2015,n_2015,k_2015,elevation_2015,lc1_2015,lu1_2015,ph_2018,ec_2018,oc_2018,caco3_2018,p_2018,n_2018,k_2018,elevation_2018,lc1_2018,lu1_2018,bd_0_10,bd_10_20,survey_erosion_signs,ph_2009,oc_2009,caco3_2009,p_2009,n_2009,k_2009,elevation_2009,lc1_2009,lu1_2009
34883940,3.5,15.12,62.1,0.0,14.8,2.7,57.2,170.0,C23,U120,3.7,4.15,51,,< LOD,1.9,54.6,122.0,C23,U120,,,,,,,,,,,,
34683874,3.7,34.3,180.5,0.0,54.1,10.8,392.9,642.0,D20,U150,,,,,,,,,,,,,,,,,,,,,,
34823880,4.5,24.9,50.6,1.0,11.1,4.2,117.3,550.0,D20,U111,,,,,,,,,,,,,,,,,,,,,,
35623878,5.9,26.9,32.3,1.0,51.3,3.0,161.6,288.0,B32,U111,,,,,,,,,,,,,,,,,,,,,,
36143890,5.4,25.3,30.8,0.0,30.7,3.1,121.1,65.0,B41,U111,,,,,,,,,,,,,,,,,,,,,,
35523886,4.1,56.0,31.4,0.0,17.7,3.3,54.7,209.0,C10,U420,4.4,26.98,32.7,,21.7,3.6,114,159.0,D20,U420,,,,,,,,,,,,
35343868,3.5,13.16,265.4,1.0,15.7,8.1,158.1,572.0,D20,U420,,,,,,,,,,,,,,,,,,,,,,
34903806,5.0,70.6,35.1,4.0,58.4,3.8,70.3,215.0,E20,U111,4.7,53.82,54.6,,52.5,5.4,366.1,163.0,E20,U111,,,,,,,,,,,,
34883746,5.3,52.4,39.2,1.0,35.7,4.0,98.3,265.0,E20,U111,5.5,29.18,63.6,1,38.6,6.1,249.2,219.0,E20,U111,,,,,,,,,,,,
34863910,5.7,31.8,18.0,1.0,36.3,2.0,205.2,60.0,B15,U111,,,,,,,,,,,,,,,,,,,,,,
35623450,5.1,42.6,20.2,1.0,20.2,2.0,84.1,192.0,E20,U111,5.8,18.37,20.6,,21.8,2,102.3,136.0,E30,U111,,,,,,,,,,,,
34783974,3.7,67.0,194.6,0.0,53.8,10.5,224.6,202.0,E20,U111,3.9,36.95,267.4,,42.7,18.5,186.8,154.0,E20,U111,,,,,,,,,,,,
35483996,3.4,101.5,502.2,0.0,142.9,20.4,407.4,157.0,E20,U210,,,,,,,,,,,,,,,,,,,,,,
35163756,3.8,81.5,82.9,0.0,38.7,7.3,354.6,272.0,E20,U111,4.9,9.23,59.8,,< LOD,5.8,166.3,215.0,E20,U111,,,1.0,,,,,,,,,
34503808,4.2,81.0,58.8,0.0,15.2,5.5,142.7,379.0,E20,U111,4.5,52.63,42.2,,13.7,4.2,113.8,299.0,E20,U111,,,,,,,,,,,,
35163810,3.4,69.3,328.1,1.0,108.9,14.3,439.2,377.0,E10,U361,3.5,8.47,162,,38.3,6.8,194.4,320.0,D10,U420,,,,,,,,,,,,
35083828,4.3,100.3,85.5,0.0,20.1,5.8,106.9,570.0,D20,U420,5.1,48.07,69.5,,< LOD,5.6,104.2,510.0,D20,U420,,,,,,,,,,,,
34283790,3.7,31.8,112.9,0.0,26.7,7.6,158.5,348.0,E20,U111,4.0,26.97,223.5,,62.6,15.9,283.9,286.0,E20,U111,,,,,,,,,,,,
34743820,3.7,28.4,314.8,0.0,22.8,14.5,326.9,399.0,D20,U420,,,,,,,,,,,,,,,,,,,,,,
34983814,4.4,159.3,273.8,1.0,19.3,17.5,542.7,323.0,C10,U120,4.0,21.0,71.7,,12.4,5.1,72,269.0,C10,U120,,,,,,,,,,,,
32743594,4.9,66.3,32.9,1.0,42.7,3.6,214.8,166.0,B11,U111,6.2,36.5,36.5,1,30.1,3.9,104.5,102.0,B55,U111,,,,,,,,,,,,
34023646,3.8,57.0,124.4,1.0,29.6,7.7,133.0,188.0,C33,U120,,,,,,,,,,,,,,,,,,,,,,
35243890,3.4,13.51,48.4,1.0,17.0,2.8,61.9,310.0,C22,U120,3.6,9.4,104.1,,13.6,4.6,104.5,250.0,E30,U120,,,,,,,,,,,,
34543914,4.1,40.7,44.1,0.0,25.2,4.0,90.3,183.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34203340,4.2,68.2,56.2,1.0,51.3,5.8,197.4,497.0,E20,U111,4.5,9.58,73.5,,50.9,7.2,339.3,447.0,E20,U111,,,,,,,,,,,,
34963910,4.5,22.2,20.5,1.0,51.0,2.1,191.4,58.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35263882,4.0,47.2,35.3,0.0,44.1,3.0,158.3,388.0,E20,U111,4.9,12.47,44.7,,44.4,3.7,216.5,335.0,E20,U111,,,,,,,,,,,,
35003898,4.4,35.7,40.4,0.0,60.3,3.5,229.2,201.0,C32,U420,,,,,,,,,,,,,,,,,,,,,,
35563894,5.4,48.6,37.8,1.0,31.2,3.5,103.1,173.0,B55,U111,4.7,28.93,32.6,,24.6,3,85.7,125.0,E20,U111,,,,,,,,,,,,
35223916,4.6,17.14,15.2,0.0,59.7,1.5,68.2,58.0,B13,U111,,,,,,,,,,,,,,,,,,,,,,
35923884,5.7,122.0,78.0,1.0,73.0,7.5,350.4,162.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34543878,3.9,53.2,60.3,0.0,18.9,5.0,100.0,302.0,E10,U111,,,,,,,,,,,,,,,,,,,,,,
34803882,4.7,38.7,115.1,1.0,112.0,7.0,132.4,376.0,E20,U111,4.8,21.67,124.1,,57.3,7.5,202.1,322.0,E20,U111,,,,,,,,,,,,
35223844,4.1,51.9,55.1,1.0,17.7,4.2,170.6,433.0,C22,U420,,,,,,,,,,,,,,,,,,,,,,
35403718,4.0,38.5,26.3,0.0,33.6,3.0,124.5,226.0,B13,U111,4.0,50.38,34.1,,54.6,4,248.5,172.0,B11,U111,,,,,,,,,,,,
34583846,3.1,35.4,513.6,0.0,42.6,15.5,188.0,593.0,D20,U111,,,,,,,,,,,,,,,,,,,,,,
35703842,6.7,56.1,65.0,27.0,31.1,4.3,133.1,136.0,D10,U420,,,,,,,,,,,,,,,,,,,,,,
34303750,4.2,172.9,62.7,1.0,108.2,7.0,328.8,85.0,E20,U111,4.8,34.9,44.2,,34.2,4.3,161.3,35.0,E20,U111,,,,,,,,,,,,
34263752,4.9,13.06,3.4,0.0,10.9,0.4,31.5,71.0,G21,U111,,,,,,,,,,,,,,,,,,,,,,
34483758,4.9,42.6,35.8,1.0,57.8,3.4,259.6,66.0,B54,U111,,,,,,,,,,,,,,,,,,,,,,
34763770,5.4,38.5,19.0,1.0,56.0,1.9,172.0,138.0,B32,U111,5.3,20.63,18.8,,44.7,2,140.4,81.0,B13,U111,,,,,,,,,,,,
34663764,3.6,39.0,42.6,1.0,42.0,3.5,124.4,230.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34583698,3.3,35.4,148.7,0.0,31.8,7.5,87.0,278.0,C21,U120,3.4,16.28,66.6,,11.9,3.3,28.4,211.0,C21,U120,,,,,,,,,,,,
35843846,4.1,65.1,55.4,1.0,19.2,4.8,208.3,193.0,E20,U111,4.5,19.42,47.5,1,13.1,4.1,67.1,149.0,E20,U420,,,,,,,,,,,,
34083778,3.7,111.4,141.5,0.0,33.4,11.8,223.5,306.0,E20,U111,3.6,30.6,66.5,3,31,5.2,83,257.0,E20,U111,,,,,,,,,,,,
35103844,4.2,8.08,54.5,1.0,6.5,2.9,84.6,436.0,D10,U420,4.7,20.63,91.7,,10.8,5.3,161.2,384.0,D10,U420,,,,,,,,,,,,
35743822,5.4,18.27,24.9,1.0,27.4,2.6,219.7,153.0,B44,U111,,,,,,,,,,,,,,,,,,,,,,
34843470,5.0,42.3,24.6,1.0,18.7,2.8,77.7,65.0,B13,U111,6.0,34.83,22,,19.2,2.5,86.6,11.0,B16,U111,,,,,,,,,,,,
36683238,7.1,18.84,15.2,55.0,18.7,2.0,243.9,128.0,B11,U111,,,,,,,,,,,,,,,,,,,,,,
35303378,5.8,53.6,34.4,2.0,32.8,3.4,236.1,172.0,E20,U111,5.8,23.0,28.4,,23.2,3.1,135.3,119.0,E20,U111,,,,,,,,,,,,
35623248,6.8,62.3,41.6,24.0,35.1,4.9,215.8,215.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33803170,6.2,82.1,37.5,5.0,124.6,4.6,253.1,189.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35163256,5.4,89.1,49.2,1.0,35.8,5.7,131.6,165.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33483142,4.3,93.7,65.2,1.0,92.7,7.1,227.9,352.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35263792,3.6,44.7,69.2,1.0,74.1,6.3,190.2,216.0,D20,U420,5.4,16.94,41.9,,38.5,3.5,51.8,165.0,E10,U420,,,,,,,,,,,,
36483340,7.1,15.46,24.8,32.0,96.9,2.4,254.5,49.0,E20,U111,6.7,22.86,27.6,25,127.9,2.7,320,2.0,E20,U111,,,,,,,,,,,,
34263166,5.1,93.0,37.0,0.0,69.6,4.4,155.1,103.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35643196,5.1,39.5,27.4,0.0,49.8,3.2,117.2,91.0,E20,U111,4.4,64.04,30.1,,40.7,3.2,86.6,45.0,E20,U111,,,,,,,,,,,,
35943280,6.1,28.8,18.2,0.0,34.7,2.3,242.0,116.0,B32,U111,,,,,,,,,,,,,,,,,,,,,,
35823622,4.5,32.7,26.9,0.0,18.0,2.3,93.6,108.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35803608,4.8,46.8,40.7,0.0,17.9,3.4,78.9,125.0,E10,U111,4.9,24.46,48,,13.7,4.1,83.3,70.0,E10,U111,,,,,,,,,,,,
35623612,6.7,88.5,41.2,3.0,82.4,4.4,726.6,192.0,B13,U111,,,,,,,,,,,,,,,,,,,,,,
35783656,5.1,83.8,41.0,1.0,30.3,4.5,449.3,120.0,E20,U111,4.8,55.16,35.4,,18.4,3.9,386,71.0,B15,U111,,,,,,,,,,,,
35303284,7.1,24.9,27.3,166.0,66.2,3.3,665.5,125.0,B11,U111,7.1,27.66,30.8,200,45.4,3.4,548.7,74.0,B32,U111,,,,,,,,,,,,
33903796,4.1,81.3,36.1,0.0,25.8,4.3,121.7,218.0,E20,U111,4.3,32.29,28,,11.8,3.1,84.6,163.0,E20,U111,,,,,,,,,,,,
36303178,6.6,23.6,26.3,1.0,39.1,2.8,163.2,292.0,B32,U111,6.5,14.46,27,,40.1,3.1,221.1,246.0,B32,U111,,,,,,,,,,,,
33323140,4.0,87.3,103.8,1.0,37.6,9.0,216.5,387.0,E20,U111,4.1,46.3,107.8,,16.9,8.5,175.9,347.0,E20,U111,,,,,,,,,,,,
36063490,6.4,24.4,19.7,1.0,15.3,2.1,77.4,79.0,B41,U111,,,,,,,,,,,,,,,,,,,,,,
35843900,5.4,34.2,23.8,1.0,51.5,2.5,245.1,149.0,B13,U111,,,,,,,,,,,,,,,,,,,,,,
35303698,3.9,78.1,138.9,0.0,97.9,10.7,467.6,399.0,E20,U111,4.3,24.39,160.7,,114.6,12,506.3,357.0,E20,U111,,,,,,,,,,,,
35103682,4.8,12.85,69.5,0.0,18.1,5.7,151.7,391.0,E20,U111,4.3,16.45,58.5,,25.3,5.3,191.6,336.0,E20,U111,,,,,,,,,,,,
35443698,4.0,98.3,88.7,0.0,60.9,6.2,229.5,362.0,E20,U111,4.3,81.21,111.3,3,54,8.2,173.8,302.0,E20,U111,,,,,,,,,,,,
34843674,3.4,24.8,197.7,1.0,52.2,13.1,156.0,544.0,E20,U420,3.3,13.97,129.9,,27.5,6.4,72.8,482.0,E20,U420,,,1.0,,,,,,,,,
35123644,4.4,9.52,45.1,1.0,14.0,4.3,130.0,251.0,E20,U111,4.4,21.13,32.1,,< LOD,3.6,158,201.0,E20,U111,,,,,,,,,,,,
34223734,4.4,111.7,47.6,0.0,88.6,4.9,253.1,88.0,E20,U111,4.9,8.24,40.2,,50.7,4,217.8,28.0,E20,U111,,,,,,,,,,,,
34303740,3.7,116.2,109.4,1.0,45.4,11.0,409.9,235.0,E20,U111,4.2,50.59,91.2,,47.3,8.9,332.4,180.0,E20,U111,,,,,,,,,,,,
35123294,6.5,20.3,52.7,4.0,61.4,5.3,366.6,77.0,E10,U361,,,,,,,,,,,,,,,,,,,,,,
34663776,3.5,27.7,119.1,1.0,20.1,6.1,153.6,284.0,C21,U120,3.7,16.07,65.6,,11.3,4.1,64.7,223.0,C21,U120,,,,,,,,,,,,
36203366,7.1,28.3,22.9,134.0,25.7,3.2,519.0,100.0,B32,U111,7.3,58.48,33.7,107,86.5,3.6,526.3,42.0,F40,U111,,,,,,,,,,,,
37063284,7.0,30.4,15.3,22.0,22.7,1.9,189.2,97.0,B11,U111,6.7,29.53,14.8,1,15,1.8,157.4,53.0,B13,U111,,,,,,,,,,,,
31623628,4.0,103.2,465.9,3.0,161.5,22.8,391.6,172.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
31823598,6.5,40.8,36.0,4.0,10.2,3.8,63.2,120.0,E20,U111,7.4,119.76,12.4,303,11.3,1.4,121.1,65.0,E20,U111,,,,,,,,,,,,
31983592,4.6,32.4,35.8,1.0,18.9,4.1,73.6,114.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33443404,5.2,56.6,30.7,1.0,77.0,3.7,300.2,97.0,E20,U111,4.8,89.07,47.6,,118.4,5.9,454.8,50.0,E20,U111,,,,,,,,,,,,
34903644,4.7,18.62,16.8,1.0,31.6,1.8,51.5,189.0,C31,U420,4.8,13.02,15.7,,37.1,1.7,51.7,139.0,C31,U420,,,,,,,,,,,,
34863646,3.9,19.63,71.4,1.0,82.5,4.6,78.7,304.0,C21,U120,6.2,24.5,55.7,,20.2,3.6,74.3,252.0,C21,U120,,,,,,,,,,,,
34543626,3.7,18.88,78.0,1.0,27.1,5.5,75.4,135.0,C33,U120,,,,,,,,,,,,,,,,,,,,,,
33403116,4.5,77.0,35.2,0.0,26.8,4.2,252.0,120.0,D10,U111,,,,,,,,,,,,,,,,,,,,,,
34663624,3.1,34.5,120.9,1.0,41.6,5.9,228.0,72.0,C31,U120,3.1,13.76,114.9,,41.6,5.7,106.5,14.0,C31,U120,,,,,,,,,,,,
34943428,4.5,57.4,29.0,1.0,24.0,2.6,106.8,110.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34703778,4.6,40.0,48.3,0.0,38.7,4.5,143.8,126.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34943770,5.1,35.8,21.3,0.0,21.1,2.4,96.0,101.0,B13,U111,5.5,31.07,27.2,3,26.4,2.8,263.2,46.0,B13,U111,,,,,,,,,,,,
34403798,4.4,64.1,48.9,0.0,13.1,4.4,147.8,383.0,E10,U111,4.1,87.54,60.4,,27.6,6,81.2,310.0,E10,U111,,,,,,,,,,,,
34443796,3.8,46.8,60.8,0.0,27.0,5.8,150.3,182.0,E20,U111,4.5,35.85,54.5,3,19.1,4.8,76.8,149.0,E20,U111,,,,,,,,,,,,
34803774,5.2,32.1,25.7,1.0,70.2,2.7,294.6,127.0,B13,U111,5.3,27.63,30.5,,59,3.1,241,72.0,B13,U111,,,,,,,,,,,,
34883760,4.5,81.7,130.1,1.0,22.8,11.4,190.6,361.0,E20,U111,4.8,30.14,108.9,,13.7,9.3,134.7,303.0,E20,U111,,,,,,,,,,,,
34403792,4.4,7.76,20.4,1.0,12.1,1.5,35.6,241.0,C21,U120,4.2,29.8,58.6,,25.1,5,103.6,196.0,C21,U120,,,,,,,,,,,,
34803896,3.3,57.6,441.5,0.0,89.6,14.7,185.1,318.0,C22,U120,,,,,,,,,,,,,,,,,,,,,,
34163616,5.5,18.77,71.0,2.0,43.1,7.3,130.1,97.0,E10,U111,,,,,,,,,,,,,,,,,,,,,,
33943818,4.5,11.84,15.0,1.0,8.1,1.3,15.7,63.0,C23,U120,,,,,,,,,,,,,,,,,,,,,,
33143144,4.6,128.1,82.4,1.0,66.9,7.5,180.3,316.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
32543130,4.4,96.5,42.4,0.0,57.8,4.5,259.4,128.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
32323116,3.7,72.4,94.7,0.0,79.5,7.4,270.4,185.0,D20,U111,,,,,,,,,,,,,,,,,,,,,,
32783150,6.3,113.1,53.8,2.0,51.7,5.9,199.6,55.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33183158,4.2,114.7,55.9,0.0,66.7,6.7,99.4,177.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33303172,4.8,18.41,51.9,1.0,13.1,5.0,149.8,173.0,C10,U111,,,,,,,,,,,,,,,,,,,,,,
33223152,5.6,121.2,67.4,0.0,132.9,7.4,729.4,249.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
33843772,3.5,61.1,70.8,0.0,29.4,6.0,112.7,168.0,C10,U420,,,,,,,,,,,,,,,,,,,,,,
33783424,4.1,172.5,99.9,0.0,59.7,9.4,417.5,202.0,E20,U111,5.7,59.2,78.2,1,94.2,7.2,324.6,140.0,E20,U111,,,,,,,,,,,,
34343688,4.8,36.2,80.4,0.0,23.9,3.8,42.3,256.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
34043428,4.3,29.9,114.3,1.0,88.6,10.2,417.3,78.0,C10,U111,4.6,52.6,96.5,,72.8,8.5,581.6,29.0,C10,U111,,,,,,,,,,,,
33903662,5.1,57.7,36.8,1.0,18.8,3.9,148.7,171.0,C33,U362,5.2,15.53,48,,12.1,4.6,223.9,105.0,C33,U362,,,,,,,,,,,,
34083688,3.9,65.0,33.8,0.0,26.9,3.8,209.6,101.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
32883682,4.7,114.4,92.4,1.0,42.2,9.5,232.3,154.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
32703676,5.1,92.6,64.1,1.0,42.5,6.0,123.0,96.0,E30,U111,4.9,51.78,73.9,,81.6,6.9,225,34.0,B55,U111,,,,,,,,,,,,
32403658,4.6,47.4,38.1,1.0,21.6,3.6,47.5,228.0,E20,U111,4.7,12.74,40.9,1,17.5,4,63.8,169.0,E20,U111,,,,,,,,,,,,
32283648,4.4,51.5,38.0,1.0,29.9,3.7,80.4,194.0,E20,U111,4.4,30.01,39.6,,19.7,3.9,66.8,140.0,E20,U111,,,,,,,,,,,,
32243630,4.4,101.2,64.6,0.0,85.8,5.7,205.5,178.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
32723634,5.1,63.1,41.9,0.0,15.1,4.3,104.3,73.0,E20,U111,,,,,,,,,,,,,,,,,,,,,,
35163414,4.0,142.7,64.8,1.0,38.3,6.3,179.9,245.0,E20,U111,5.2,32.46,89.6,,29,9,225.4,188.0,E20,U111,,,,,,,,,,,,
33283122,6.0,27.0,34.1,1.0,15.9,4.2,34.4,90.0,B53,U111,,,,,,,,,,,,,,,,,,,,,,
34403708,4.7,56.4,48.0,0.0,73.1,4.7,114.8,297.0,E20,U111,4.6,41.16,62.7,,71.8,6.2,103.4,240.0,B55,U111,,,,,,,,,,,,
34843884,3.8,35.0,62.3,1.0,44.9,4.5,163.9,401.0,E10,U111,,,,,,,,,,,,,,,,,,,,,,
50642910,4.4,6.73,18.8,1.0,8.9,1.7,76.0,903.0,C21,U120,4.0,6.52,33.1,1,< LOD,2.8,81.8,893.0,C21,U415,,,1.0,,,,,,,,,
52142920,5.9,9.15,15.8,1.0,65.1,1.6,368.2,113.0,B13,U111,5.8,8.82,14.4,,65.6,1.6,277.4,149.0,B32,U111,,,,,,,,,,,,
50602934,5.8,8.07,19.7,1.0,27.5,1.9,115.3,792.0,B15,U111,5.3,9.38,21.5,,28.4,2.1,217.7,791.0,B51,U111,,,,,,,,,,,,
50102914,4.0,7.26,47.1,0.0,12.7,3.2,67.9,1135.0,C21,U120,3.8,8.93,55.2,,14.9,3.5,63.4,1145.0,C21,U120,0.19,0.132,,,,,,,,,,
48822884,5.3,7.6,22.5,0.0,7.2,2.4,63.4,398.0,E20,U111,5.3,10.2,30.7,,10.3,3.1,166.8,408.0,E20,U111,,,,,,,,,,,,
49242832,7.1,15.87,18.9,8.0,25.2,2.2,310.3,215.0,B11,U111,,,,,,,,,,,,,,,,,,,,,,
49402872,6.5,14.93,23.6,2.0,23.0,2.4,261.7,254.0,B52,U111,6.3,8.45,14.3,1,< LOD,1.6,126.4,251.0,B11,U111,,,,,,,,,,,,
49702880,5.2,13.32,42.8,0.0,15.6,3.7,186.3,565.0,C10,U120,4.8,13.77,23.6,1,< LOD,2.3,122.1,559.0,C10,U120,,,,,,,,,,,,
50222920,7.2,24.3,91.3,488.0,7.2,3.1,40.4,1041.0,C21,U120,7.2,24.2,117,412,< LOD,6.5,90.6,1043.0,C21,U120,,,,,,,,,,,,
50522866,5.9,10.43,11.2,1.0,26.0,1.3,133.1,348.0,B16,U111,4.8,4.13,11.4,,28.5,1.2,149.2,342.0,E30,U111,,,,,,,,,,,,
49542830,6.8,11.14,17.5,1.0,48.3,2.0,165.3,161.0,B11,U111,,,,,,,,,,,,,,,,,,,,,,
49642882,5.2,14.42,44.7,0.0,17.9,3.4,730.7,597.0,C21,U120,5.0,9.02,32.3,1,< LOD,2.8,455.2,590.0,C21,U120,,,,,,,,,,,,
50002954,4.7,6.93,19.2,0.0,8.6,2.3,44.5,787.0,E20,U111,4.6,6.47,22.2,,< LOD,2.5,59.2,806.0,E20,U111,,,,,,,,,,,,
50142948,4.2,9.05,30.2,1.0,7.3,3.1,121.6,1120.0,C21,U120,,,,,,,,,,,,,,,,,,,,,,
51542896,7.0,14.51,14.6,3.0,9.2,1.8,152.8,165.0,B11,U111,6.9,14.22,14.1,3,10.4,1.7,183.3,212.0,B31,U111,,,,,,,,,,,,
51362950,5.9,8.15,8.8,0.0,20.1,1.3,111.5,426.0,B11,U111,5.9,6.79,10.3,,23.3,1.4,138.4,418.0,E30,U112,,,,,,,,,,,,
51002942,4.5,9.46,20.1,0.0,11.1,2.4,38.0,804.0,E20,U111,4.4,7.15,27.3,,10.7,3.1,57.5,799.0,E20,U111,,,,,,,,,,,,
50302926,4.7,8.39,20.6,0.0,7.8,2.4,89.4,682.0,E20,U111,4.9,5.02,23.6,,< LOD,2.6,119.7,679.0,E20,U111,,,,,,,,,,,,
50602888,4.8,8.96,11.6,0.0,5.5,1.4,101.0,495.0,C10,U120,4.3,5.97,11.7,1,10.9,1.4,98.2,504.0,C10,U120,,,,,,,,,,,,
50562924,5.0,26.1,88.9,1.0,22.8,6.2,404.8,997.0,C21,U120,5.6,17.81,37.2,,< LOD,3.4,128.7,1006.0,E10,U111,,,,,,,,,,,,
50322912,4.9,9.81,31.5,0.0,14.5,2.7,134.0,1039.0,C31,U120,4.0,7.13,61.9,1,13.7,4.7,96.1,1065.0,C31,U120,,,,,,,,,,,,
50562928,7.0,15.54,28.7,16.0,8.9,1.7,66.9,1014.0,C33,U120,5.7,6.83,22,,< LOD,1.7,62.9,1009.0,C33,U120,0.072,,,,,,,,,,,
46742602,4.5,19.66,40.6,0.0,8.4,3.4,55.4,1387.0,C21,U120,,,,,,,,,,,,,,,,,,,,,,
47262606,3.2,17.96,134.8,1.0,31.4,6.7,98.0,1283.0,C21,U120,3.1,21.4,196.3,,24.1,9.2,118.3,1324.0,C21,U120,0.03,0.043,1.0,,,,,,,,,
