point_id,ph_2015,ec_2015,oc_2015,caco3_2015,p_2015,n_2015,k_2015,elevation_2015,lc1_2015,lu1_2015,ph_2018,ec_2018,oc_2018,caco3_2018,p_2018,n_2018,k_2018,elevation_2018,lc1_2018,lu1_2018,bd_0_10,bd_10_20,survey_erosion_signs,ph_2009,oc_2009,caco3_2009,p_2009,n_2009,k_2009,elevation_2009,lc1_2009,lu1_2009
34783388,5.5,82.8,31.5,2.0,87.5,3.9,261.1,158.0,E20,U111,5.6,18.85,28.7,,62.8,3.2,117.9,103.0,E20,U111,,,0.0,4.59,32.0,0.0,1097.56,3.0,341.0,99.0,E20,U111
34543374,5.9,17.38,12.1,0.0,89.2,1.6,164.4,133.0,B43,U111,6.2,24.85,10.8,,56.1,1.5,244.5,78.0,E30,U111,,,0.0,6.54,13.1,2.0,687.66,1.5,72.3,89.0,B23,U111
34603244,5.5,111.6,59.8,2.0,43.3,7.1,329.4,60.0,E20,U111,5.8,22.56,75.2,,45.7,8.1,223.2,8.0,E20,U111,,,0.0,6.24,45.1,5.0,695.99,4.4,209.6,7.0,E20,U111
33903184,4.3,100.0,49.0,0.0,34.7,6.2,174.5,183.0,E20,U111,5.2,90.18,54,,46,6.8,243.1,126.0,E20,U111,,,0.0,4.77,54.4,0.0,920.64,5.9,177.6,105.0,E20,U111
36323188,3.8,11.82,19.0,1.0,9.6,1.4,77.1,130.0,C10,U361,3.7,9.88,27.7,,14.9,2,98.4,95.0,C10,U361,,,0.0,3.58,37.6,0.0,270.88,2.1,76.7,108.0,C10,U361
34303224,6.9,56.5,56.5,12.0,54.8,5.4,477.1,61.0,E20,U420,6.9,21.1,53.4,11,46,4.9,450.9,9.0,E20,U420,,,0.0,7.06,44.0,88.0,682.3,3.8,379.6,7.0,E20,U111
35843162,5.7,22.9,41.3,0.0,59.0,5.4,136.3,85.0,E20,U111,5.9,34.1,52.6,,61.2,5.2,130.8,35.0,E20,U111,,,0.0,6.01,34.7,2.0,1481.22,3.4,132.7,40.0,E20,U111
33543148,3.9,127.8,133.6,0.0,144.9,9.9,309.0,239.0,C10,U361,3.6,27.3,116.7,,44.6,7.7,238.7,205.0,C10,U361,,,0.0,3.7,87.8,1.0,537.2,5.2,189.8,223.0,C10,U364
35703180,4.8,43.2,42.8,0.0,32.0,4.1,129.5,165.0,E20,U361,4.1,38.95,29.9,,15.2,3.1,94.3,117.0,E20,U361,,,0.0,4.44,29.0,1.0,325.48,2.5,46.7,118.0,E20,U364
32403676,4.4,27.0,28.2,0.0,100.1,2.2,78.8,152.0,E30,U111,4.2,22.47,39.9,,83.1,2.9,33.2,94.0,B55,U111,,,0.0,5.68,28.5,3.0,692.51,2.0,62.7,74.0,B21,U111
34823214,7.2,37.3,22.7,26.0,43.5,2.4,300.4,96.0,B16,U111,7.0,18.13,24,11,35.6,2.7,341.9,41.0,B16,U111,,,0.0,6.98,22.6,15.0,1201.3,2.2,210.7,27.0,B16,U111
34983220,7.0,116.9,80.3,214.0,95.0,9.0,687.9,211.0,E20,U111,7.1,68.11,86.5,191,38.1,8.8,576.2,160.0,E20,U111,,,0.0,7.19,41.6,407.0,747.21,4.4,651.5,157.0,E20,U111
34983216,6.7,84.6,30.3,11.0,78.0,3.7,206.0,213.0,B54,U111,5.2,41.57,24.7,,42.6,2.7,164.6,161.0,F40,U111,,,0.0,4.89,19.6,1.0,318.25,2.0,0.0,163.0,B11,U111
35703144,7.3,38.0,35.5,334.0,46.9,3.4,221.1,130.0,B53,U111,7.2,31.09,24.6,346,36.2,3.3,136.8,76.0,B32,U111,,,0.0,7.17,30.0,352.0,1678.15,3.1,218.3,71.0,B11,U111
35163202,7.5,37.2,26.8,172.0,25.3,2.6,164.6,178.0,B11,U111,7.2,31.62,27,260,44.7,3,489.6,131.0,E30,U111,,,0.0,7.12,28.5,250.0,1226.4,2.7,325.3,130.0,B13,U111
36163144,5.0,7.8,30.7,0.0,13.0,3.0,74.2,109.0,E20,U111,5.3,7.8,28.1,,< LOD,2.9,58.7,65.0,E20,U111,,,0.0,5.26,28.0,1.0,517.5,2.6,78.1,61.0,E20,U111
36723244,6.9,12.66,15.3,3.0,125.8,1.6,110.9,127.0,B11,U111,7.5,16.89,16,65,35.2,2,155.2,83.0,B13,U111,,,0.0,7.31,23.3,21.0,704.74,2.2,429.4,70.0,B11,U111
36043154,4.4,10.14,39.5,0.0,16.6,3.4,175.8,116.0,C10,U362,6.6,35.8,36.9,34,< LOD,3.2,209.2,61.0,C10,U362,,,0.0,4.05,23.9,1.0,435.7,2.0,81.3,49.0,C10,U362
36203144,3.4,9.05,30.0,0.0,12.7,2.2,87.8,100.0,C10,U120,3.4,11.33,43.5,,16,3.1,124.1,55.0,C10,U420,,,0.0,3.31,35.2,0.0,260.38,2.4,121.8,63.0,C30,U111
36543136,4.4,8.77,26.4,0.0,9.0,2.5,142.1,130.0,C33,U120,4.0,9.62,40.4,,< LOD,3.4,190.5,82.0,C33,U120,,,0.0,4.09,35.9,0.0,432.06,2.7,126.9,83.0,C30,U120
36803232,5.9,9.81,11.3,0.0,29.4,1.3,153.6,79.0,B11,U111,6.3,21.38,14.5,,42.1,1.7,178.1,33.0,B11,U111,,,0.0,6.08,13.4,1.0,767.9,1.3,242.9,30.0,B32,U111
36963230,6.1,15.93,19.5,0.0,50.1,2.1,341.3,71.0,B35,U111,6.6,18.62,22.8,,35.4,2.3,314.1,29.0,F40,U112,,,0.0,6.7,21.8,2.0,693.77,2.1,563.0,23.0,B11,U111
36183172,5.5,9.21,41.3,0.0,21.6,3.9,129.1,136.0,E20,U111,5.1,54.17,45.1,,18.2,4.7,180.4,94.0,E20,U111,,,0.0,5.7,36.3,0.0,786.05,3.4,505.3,85.0,E20,U111
36383162,6.0,7.32,14.3,0.0,20.6,1.8,58.0,95.0,B55,U111,6.4,11.05,17.5,,33,2.2,144.3,53.0,B32,U111,,,0.0,5.75,15.7,2.0,410.44,1.7,103.1,52.0,B11,U111
37023172,6.2,15.41,14.0,0.0,40.4,1.6,163.9,87.0,B11,U111,6.4,7.64,14.2,,32.9,1.6,161.1,43.0,B16,U111,,,0.0,5.83,24.2,2.0,378.45,1.8,353.6,34.0,B11,U111
34563412,5.9,156.5,80.3,5.0,133.0,7.1,365.4,100.0,E20,U111,4.5,68.79,41.7,,63,4.6,89.5,62.0,E20,U111,,,0.0,5.22,33.7,1.0,1101.57,2.8,142.4,64.0,E20,U111
36183136,6.9,26.6,58.3,274.0,34.2,5.7,146.6,94.0,E20,U111,5.5,37.21,37.1,,16.2,3.8,154.6,51.0,E20,U111,,,0.0,7.18,22.5,334.0,1018.12,2.2,278.2,43.0,B11,U111
36143134,7.3,20.6,72.9,443.0,21.0,7.2,92.6,178.0,E20,U111,7.1,34.21,72,293,30.5,6.5,324.3,135.0,E20,U111,,,0.0,7.15,74.7,360.0,961.39,6.9,112.9,130.0,E20,U111
36023158,4.8,9.69,44.5,0.0,54.1,4.3,151.1,128.0,E20,U361,4.6,20.56,36.7,,26.4,3.9,165.1,79.0,E20,U362,,,0.0,4.42,28.1,0.0,794.59,2.6,120.2,74.0,E20,U361
36563144,6.5,10.83,15.5,0.0,19.0,2.0,101.7,99.0,B32,U111,6.1,10.38,40.9,,20.7,4.5,202.8,45.0,B13,U111,,,0.0,6.23,15.9,2.0,442.25,1.7,0.0,51.0,B32,U111
35263590,4.2,62.6,54.0,1.0,22.7,5.4,313.8,420.0,E20,U111,5.1,44.05,50.3,,< LOD,5.2,133.7,368.0,E20,U111,,,1.0,5.07,45.3,2.0,1018.65,3.7,149.3,374.0,E20,U111
35383278,5.8,11.57,42.2,0.0,17.6,4.4,273.0,198.0,B32,U111,6.4,20.33,44.7,1,38,4.6,155.7,148.0,B55,U111,,,0.0,5.7,32.7,1.0,1305.03,3.2,108.3,135.0,B11,U111
36143494,7.4,17.82,17.6,216.0,81.6,2.1,98.2,143.0,B11,U111,7.2,18.93,15.6,149,32.2,2.5,162.1,89.0,B11,U111,,,0.0,7.1,22.0,19.0,846.06,2.1,100.0,61.0,B13,U111
36203504,6.1,28.7,21.3,1.0,11.8,2.4,47.3,70.0,B15,U111,6.8,12.6,17.4,,25,2.1,70.7,19.0,F40,U111,,,0.0,5.78,30.0,0.0,627.63,2.8,104.3,6.0,B55,U111
33283306,4.5,64.1,51.8,0.0,35.5,5.1,67.7,285.0,E20,U111,4.7,22.53,56.9,,33.1,5.3,73.4,228.0,E20,U111,,,0.0,4.29,26.0,2.0,413.91,2.3,67.2,213.0,E20,U111
35503478,4.7,72.2,65.6,0.0,50.3,5.9,135.9,176.0,E20,U362,5.3,9.23,50.2,,27.6,4.3,198.6,124.0,E20,U361,,,0.0,5.74,50.8,2.0,1179.0,3.9,174.6,114.0,E20,U361
34903356,6.0,17.77,11.9,0.0,42.2,1.3,66.3,166.0,B11,U111,5.9,15.66,8.1,,98.9,1.1,113.6,115.0,F40,U111,,,0.0,6.78,9.1,2.0,418.75,1.1,104.3,106.0,B32,U111
34683322,4.8,46.4,24.3,0.0,23.4,3.3,112.2,178.0,E20,U111,5.1,8.19,25.7,3,18.1,3.2,219.1,132.0,E20,U111,,,0.0,5.2,20.2,3.0,386.34,2.3,173.5,120.0,E20,U111
33383286,4.2,74.0,56.0,0.0,33.7,6.4,200.3,95.0,D20,U111,4.5,35.86,49.6,,24.6,4.9,98.1,31.0,D20,U111,,,0.0,7.01,61.3,133.0,804.13,4.0,122.0,42.0,E20,U111
33283288,5.3,336.0,118.7,1.0,38.0,10.3,439.1,57.0,E20,U111,4.5,66.39,78.8,,20.4,7,309.1,2.0,E20,U111,,,0.0,4.79,82.1,0.0,941.34,6.1,252.5,9.0,E20,U111
35583996,4.6,23.2,64.2,0.0,81.1,5.8,80.4,96.0,E20,U111,4.3,23.13,90.9,,84.9,6.2,149.3,47.0,E20,U111,,,0.0,3.92,73.7,1.0,811.4,4.0,91.2,36.0,B55,U111
33543720,3.6,45.7,105.7,0.0,43.8,6.6,118.5,91.0,C10,U120,3.6,14.21,57.7,,18.5,3.6,55.6,41.0,C33,U120,,,0.0,3.63,72.5,0.0,406.57,3.6,74.6,31.0,D20,U120
37223256,6.5,12.1,9.5,0.0,69.2,1.2,72.7,82.0,B13,U111,6.6,19.77,9.9,,67.7,1.2,176.6,37.0,B22,U111,,,0.0,6.96,23.6,26.0,762.16,2.2,467.6,42.0,B22,U111
37143234,5.9,6.24,10.0,0.0,51.1,1.2,78.3,74.0,B11,U111,5.3,39.82,11.7,,78.4,1.5,373.3,27.0,B21,U111,,,0.0,6.77,21.9,3.0,617.7,2.1,14.3,28.0,B13,U111
35524004,5.2,42.3,54.1,1.0,36.0,4.3,98.0,77.0,E20,U111,5.4,14.2,61.1,,19.9,4.1,97.7,22.0,E20,U111,,,0.0,4.53,72.7,0.0,680.97,5.0,128.6,16.0,E20,U111
37323248,6.0,8.95,4.3,0.0,36.1,0.6,159.2,66.0,B13,U111,4.5,7.91,4.7,,36.4,0.7,41.4,23.0,A22,U111,,,0.0,4.16,5.0,0.0,277.26,0.6,38.8,27.0,B11,U111
34723392,6.3,33.1,22.3,2.0,43.7,2.2,53.2,151.0,B16,U111,5.3,52.51,20.1,,69.2,2.3,194.9,93.0,B16,U111,,,0.0,5.23,32.4,0.0,946.11,2.9,147.8,94.0,B16,U111
34223366,4.6,122.5,44.1,0.0,100.3,5.0,581.9,281.0,E20,U111,5.7,92.64,63.5,,96.5,7.1,782.7,214.0,E20,U111,,,0.0,4.27,36.4,1.0,2054.71,2.9,81.3,222.0,E20,U111
35443846,4.5,32.2,49.0,0.0,20.0,4.1,122.4,244.0,E20,U420,4.4,7.89,39.2,,< LOD,2.9,78.7,188.0,E20,U420,,,0.0,4.27,59.2,1.0,299.78,3.8,227.7,185.0,E20,U112
33983296,4.6,52.0,21.6,0.0,39.8,2.9,54.5,365.0,E20,U111,5.5,11.18,31.7,,27.3,3.5,128.6,313.0,E20,U111,,,0.0,5.34,17.4,0.0,607.86,2.1,53.7,308.0,E20,U111
34303314,4.5,58.1,26.8,0.0,35.1,3.5,164.3,270.0,E20,U111,5.5,32.14,40.9,,52.2,4.8,422.5,216.0,E20,U111,,,0.0,5.3,46.7,0.0,1739.58,4.8,803.7,225.0,E20,U111
32903296,4.6,74.0,39.4,1.0,31.9,4.7,459.5,137.0,E20,U111,5.5,40.07,46.4,,24.1,5,165,78.0,E20,U111,,,0.0,4.13,28.1,0.0,582.14,2.8,247.6,76.0,B14,U111
34263274,5.1,21.7,15.0,0.0,13.3,1.8,41.7,447.0,B32,U111,4.8,14.91,22.6,,19.9,2.5,127.6,388.0,B55,U111,,,0.0,5.49,23.3,0.0,615.94,2.2,64.3,377.0,E20,U111
33923286,4.9,71.8,28.0,2.0,25.4,3.4,79.9,345.0,E20,U111,5.1,38.13,24.5,,16.6,2.9,86.3,292.0,E20,U111,,,0.0,4.73,30.2,0.0,604.95,2.8,151.7,271.0,E20,U111
36803250,6.9,12.66,13.2,1.0,31.7,1.6,94.9,119.0,B11,U111,7.0,19.74,14.7,1,28.1,1.8,127.8,72.0,B11,U111,,,0.0,6.09,17.6,0.0,407.31,1.9,187.3,70.0,B11,U111
33783304,4.3,56.8,30.9,0.0,25.9,4.1,70.1,180.0,E20,U111,4.9,32.33,47.3,,38.5,5.6,131.2,129.0,E20,U111,,,0.0,4.63,79.6,2.0,590.92,6.4,223.0,132.0,E20,U111
35543358,6.7,19.19,21.8,1.0,25.0,2.5,145.2,166.0,B11,U111,6.4,22.14,22.2,,33.2,2.4,287.6,106.0,E30,U111,,,0.0,6.29,27.5,1.0,576.24,2.7,161.0,104.0,B11,U111
37443334,6.6,14.88,9.8,0.0,44.7,1.2,73.5,60.0,B11,U111,6.3,8.29,11.5,1,37,1.4,150.7,15.0,B11,U111,,,0.0,5.28,15.2,1.0,490.91,1.4,68.5,12.0,B22,U111
37543326,6.5,29.9,16.0,0.0,137.6,1.9,487.2,45.0,B22,U111,6.3,10.32,11.7,1,50.9,1.5,159.9,3.0,B11,U111,,,0.0,6.82,16.1,3.0,816.07,1.6,377.2,10.0,B21,U111
34843422,5.2,86.1,40.0,0.0,45.8,4.3,141.9,101.0,E20,U111,5.4,17.87,24.5,,18.3,2.6,90.6,45.0,B11,U111,,,0.0,4.67,29.7,1.0,544.26,2.7,58.8,39.0,E20,U111
34523404,4.6,141.8,46.0,0.0,59.8,5.3,409.8,163.0,E20,U111,5.3,68.14,43.6,,50,4.5,356.6,112.0,E20,U111,,,0.0,6.14,40.0,4.0,1033.19,3.4,58.7,119.0,E20,U111
36283380,7.3,60.9,37.4,77.0,48.1,3.9,290.5,68.0,B13,U111,7.3,31.71,32.6,77,37,4,742.9,4.0,E30,U111,,,0.0,7.0,49.6,53.0,1141.83,4.2,482.4,15.0,E20,U111
34623778,4.7,64.1,33.5,0.0,43.2,3.4,74.5,208.0,E20,U111,4.7,29.29,36.1,1,23.5,3.7,47.7,153.0,E20,U111,,,0.0,4.72,37.9,0.0,1055.96,3.1,148.4,152.0,E20,U111
34503646,5.7,35.1,59.8,1.0,135.5,5.7,137.9,199.0,E20,U111,6.0,23.33,59.5,,133.7,6,152.5,153.0,B55,U111,,,0.0,5.35,45.8,3.0,1873.08,3.8,223.9,146.0,B13,U111
35303666,6.2,18.3,19.8,3.0,38.4,2.1,134.4,249.0,B13,U111,6.3,66.79,27.2,,61.8,2.9,551.3,180.0,B11,U111,,,0.0,4.64,19.3,0.0,544.88,1.7,71.8,196.0,B55,U111
35343680,5.9,7.86,16.9,0.0,71.2,1.9,108.3,206.0,B55,U111,5.2,35.92,20.5,,55.3,2.3,161.9,150.0,B55,U111,,,0.0,6.19,12.2,0.0,669.54,1.3,130.5,145.0,B13,U111
34443626,4.9,68.8,46.6,0.0,66.1,5.3,271.5,246.0,E20,U111,5.4,18.43,34.6,2,40.6,4.1,229.8,92.0,E20,U111,,,0.0,4.41,43.0,0.0,616.59,3.9,124.3,88.0,E20,U111
36583442,7.5,46.5,25.0,88.0,42.2,2.6,330.5,52.0,B11,U111,7.2,34.33,25.3,89,38,2.4,388.9,2.0,F40,U111,,,0.0,7.04,31.0,106.0,1511.89,2.6,861.1,7.0,B13,U111
36283440,7.3,30.2,32.6,5.0,17.8,3.3,417.6,43.0,B13,U111,7.3,23.05,30.5,10,13.2,3.1,428.3,-2.0,F40,U111,,,0.0,7.28,25.1,122.0,1148.6,2.4,333.9,10.0,B11,U111
36323440,7.2,21.7,11.0,11.0,71.9,1.4,136.2,130.0,B11,U111,7.2,29.41,11.7,3,58.7,1.5,266.4,78.0,B11,U111,,,0.0,6.93,12.4,3.0,514.41,1.3,75.2,97.0,B11,U111
36523464,7.1,38.8,23.9,25.0,21.8,2.7,124.8,58.0,B11,U111,6.9,33.46,26,3,29.9,3,179.9,11.0,F40,U111,,,0.0,5.67,35.4,1.0,530.67,3.3,114.3,12.0,B32,U111
36363232,7.2,22.3,44.5,27.0,31.5,4.9,233.6,83.0,B11,U111,7.1,27.06,45.2,11,30.7,5.1,240.5,30.0,B11,U111,,,0.0,7.16,44.7,20.0,760.4,4.9,226.0,42.0,B11,U111
36383240,5.4,29.5,70.2,0.0,56.5,4.1,385.3,140.0,B11,U111,7.3,32.54,26.6,8,36.9,2.7,381.3,92.0,B22,U111,,,0.0,6.08,37.1,3.0,681.61,3.4,282.9,83.0,B11,U111
36363484,6.6,7.25,15.5,0.0,25.7,1.5,80.5,89.0,B41,U111,6.4,14.27,14.4,,24.5,1.6,95.4,44.0,F40,U111,,,0.0,7.22,16.2,9.0,687.17,1.5,146.4,58.0,B11,U111
35263176,7.0,66.3,31.9,10.0,51.6,3.9,270.5,136.0,B13,U111,6.9,34.99,33.7,6,62,4,349.8,95.0,E30,U111,,,0.0,7.28,43.2,505.0,1008.34,4.0,423.0,109.0,E20,U111
35163184,7.3,60.2,32.9,87.0,62.2,3.8,276.6,138.0,B11,U111,7.4,40.39,40.9,86,73.8,4.4,572.7,92.0,B11,U111,,,0.0,7.21,28.3,26.0,696.21,2.8,144.3,100.0,B11,U111
35523148,5.6,80.6,21.4,1.0,74.0,2.4,339.7,170.0,B11,U111,6.9,35.03,24.3,4,38.8,2.7,230.4,119.0,E30,U111,,,0.0,5.78,17.6,0.0,528.03,1.8,231.7,115.0,B11,U111
36383486,7.4,30.3,18.1,85.0,33.1,2.3,106.2,96.0,B11,U111,7.3,22.34,20.3,38,21.1,2.5,140.6,48.0,B11,U111,,,0.0,7.35,22.7,136.0,1100.86,2.5,280.8,63.0,B11,U111
36243486,6.4,49.9,52.3,3.0,15.5,5.8,160.3,230.0,E20,U111,7.2,25.48,72.7,15,16.9,7.9,131.2,182.0,E20,U111,,,0.0,6.97,72.2,15.0,1006.75,7.6,133.6,191.0,E20,U111
35583622,6.8,84.0,67.3,7.0,24.3,7.1,61.3,254.0,E20,U111,6.4,53.31,79.8,3,26.9,8.3,90.8,193.0,E20,U111,,,0.0,6.91,67.3,78.0,397.24,6.3,58.7,206.0,E20,U111
35663630,4.9,80.7,36.0,0.0,15.1,3.0,94.7,273.0,E20,U111,4.3,31.52,38.1,,15.2,3.6,132.3,193.0,E20,U111,,,0.0,4.4,40.5,0.0,240.71,3.0,0.0,193.0,E20,U111
34563142,6.9,36.6,8.2,6.0,23.8,1.1,52.7,114.0,B11,U111,6.6,8.63,10.8,1,44.2,1.4,85.7,8888.0,B11,U111,,,0.0,6.53,15.0,1.0,804.8,1.6,150.6,38.0,B16,U111
35163680,3.6,41.5,69.8,0.0,180.1,5.2,212.9,242.0,C33,U420,3.7,33.9,86,1,183.4,6.2,265.1,8888.0,C10,U120,,,0.0,3.48,59.5,0.0,1732.37,4.0,227.5,149.0,C10,U400
34983670,5.2,14.57,66.0,0.0,39.0,5.6,248.5,275.0,E20,U111,4.4,51.83,52.7,,15.9,5.4,142.7,223.0,E20,U111,,,0.0,5.27,65.3,0.0,1567.26,5.3,131.8,212.0,E20,U111
35043636,4.4,10.63,30.5,0.0,15.2,3.1,117.4,336.0,E20,U111,3.8,3.88,30,,17.9,2.1,75.2,285.0,D20,U111,,,0.0,4.96,48.5,0.0,550.34,4.0,93.4,294.0,E10,U111
36083448,7.4,26.1,21.1,48.0,53.3,2.1,336.9,51.0,B41,U111,7.4,25.3,22.3,38,43.1,2,354.1,5.0,B11,U111,,,0.0,7.25,21.2,60.0,831.7,1.9,475.7,19.0,F00,U111
35403664,5.6,15.14,53.0,0.0,24.4,5.1,436.1,328.0,E20,U111,4.7,109.48,116.6,,57.2,9.3,580.1,278.0,E20,U111,,,0.0,5.59,99.0,0.0,1028.66,6.9,430.9,274.0,E20,U111
34123728,4.1,103.2,72.3,0.0,37.8,7.6,269.8,201.0,E20,U111,5.1,9.95,55,,32.5,5.6,119.9,138.0,E20,U111,,,0.0,4.55,79.2,1.0,1603.31,7.5,195.8,132.0,E20,U111
34623756,3.9,74.7,61.3,0.0,40.8,5.9,191.9,203.0,E20,U111,4.2,17.55,65.4,,25.1,6,118.2,145.0,E20,U111,,,0.0,4.92,15.6,0.0,351.57,1.6,50.6,157.0,E20,U111
35523846,3.5,17.7,79.6,0.0,49.0,6.1,131.0,285.0,C21,U120,3.5,16.69,82.1,,23.5,5.7,65.4,224.0,C21,U120,,,0.0,3.33,95.9,1.0,365.71,5.8,125.2,237.0,C20,U120
35023710,4.2,40.6,36.7,0.0,16.0,3.5,101.5,296.0,E20,U111,4.2,48.42,37.8,,15.3,3.9,147.7,238.0,E20,U111,,,0.0,4.57,98.7,1.0,1831.93,6.8,85.3,232.0,E20,U111
35163706,5.3,20.7,67.8,0.0,14.9,5.6,185.8,365.0,E20,U111,5.1,33.6,63.6,,< LOD,5.5,120.5,8888.0,E20,U111,,,0.0,4.94,43.0,0.0,654.47,3.9,94.0,302.0,E20,U112
35563488,4.2,127.5,94.9,1.0,168.3,8.3,573.0,307.0,E20,U111,4.2,11.79,90.6,,34.7,4.7,150.1,259.0,E20,U111,,,0.0,4.63,48.2,0.0,705.05,4.2,93.9,248.0,E20,U111
34763198,7.4,26.6,20.5,401.0,52.3,2.0,142.8,177.0,B32,U111,7.1,18.8,19.9,253,41.9,2.3,332.8,110.0,B13,U111,,,0.0,7.23,23.9,271.0,1279.95,2.3,702.7,119.0,B13,U111
34783172,6.6,30.3,21.4,2.0,69.5,2.2,112.5,213.0,B11,U111,6.7,22.76,20.8,2,37.5,2.4,323.1,168.0,B11,U111,,,0.0,6.24,23.3,1.0,1219.72,2.3,154.1,169.0,B16,U111
36143346,7.3,24.2,29.7,55.0,27.7,3.6,377.2,129.0,B32,U111,7.0,22.95,35.3,20,42.1,4,412.4,83.0,B32,U111,,,0.0,6.82,36.1,15.0,1030.86,3.7,631.4,41.0,B11,U111
36523392,7.4,18.07,24.3,171.0,32.9,2.1,121.7,164.0,B11,U111,7.3,22.39,20.6,163,30.3,2.3,206.3,124.0,F40,U111,,,0.0,7.18,19.8,82.0,1374.73,1.9,255.8,136.0,B11,U111
36323400,7.1,18.2,20.8,5.0,19.9,2.3,242.2,65.0,B55,U111,6.5,17.99,26.1,,14.1,2.6,231.1,10.0,B11,U111,,,0.0,6.89,18.7,3.0,663.79,1.9,244.8,27.0,B11,U111
36663142,5.6,24.2,66.2,0.0,44.2,7.0,198.4,47.0,E20,U111,5.0,131.36,67.2,,52.4,7.5,236.4,1.0,E20,U111,,,0.0,5.47,71.2,1.0,1726.89,6.1,725.5,7.0,E20,U111
36123358,7.4,28.8,25.1,25.0,12.9,3.2,141.9,157.0,B11,U111,7.1,35.04,32.7,12,22.7,3.8,253.3,115.0,B11,U111,,,0.0,7.14,27.2,22.0,650.22,2.9,164.2,118.0,E30,U112
36463404,5.7,20.1,11.7,0.0,42.4,1.2,174.0,142.0,B11,U111,6.0,9.64,12.5,,36.3,1.3,79,95.0,B13,U111,,,0.0,6.04,19.9,0.0,671.6,1.9,288.9,84.0,B11,U111
